"modeldataset","presabs","id","lat","long","elev_m","bio1_clim","bio2_clim","bio3_clim","bio4_clim","bio5_clim","bio6_clim","bio7_clim","bio8_clim","bio9_clim","bio10_clim","bio11_clim","bio12_clim","bio13_clim","bio14_clim","bio15_clim","bio16_clim","bio17_clim","bio18_clim","bio19_clim"
"Climate ENM",0,"pseudo.18678",37.018463,-119.062392,2109,6.716666667,13.2,44.29530201,606.4889017,24.2,-5.6,29.8,0.183333333,14.56666667,14.7,0.183333333,962,191,3,92.60732688,558,16,25,558
"Climate ENM",0,"pseudo.18679",40.703815,-123.262773,1030,11.3,16.98333333,48.80268199,655.6225355,32.6,-2.2,34.8,3.533333333,19.6,19.6,3.533333333,1201,225,3,84.83583717,660,31,31,660
"Climate ENM",0,"pseudo.18680",35.877018,-121.308857,623,14.0625,18.64166667,58.25520833,478.0411023,34.4,2.4,32,8.866666667,20.16666667,20.2,8.866666667,632,163,1,106.9805807,409,6,9,409
"Climate ENM",0,"pseudo.18681",36.749509,-118.913356,1887,7.5125,12.00833333,40.98407281,627.2491349,25,-4.3,29.3,0.966666667,15.73333333,15.73333333,0.966666667,1077,215,2,93.25006908,619,14,14,619
"Climate ENM",0,"pseudo.18682",43.402541,-122.872537,603,12.63333333,11.3,43.29501916,551.1571849,28.5,2.4,26.1,6.216666667,18.91666667,19.8,6.216666667,1615,277,11,65.36064207,729,94,95,729
"Climate ENM",0,"pseudo.18683",42.107606,-123.387281,1434,8.358333333,11.86666667,45.99483204,547.804848,23.7,-2.1,25.8,2.483333333,16.03333333,16.03333333,2.483333333,1407,233,3,72.458707,633,42,42,633
"Climate ENM",0,"pseudo.18684",36.183762,-117.479178,1838,12.5625,13.525,39.77941176,778.2267869,31.7,-2.3,34,4.833333333,19.73333333,22.41666667,3.366666667,171,29,4,64.31732186,85,19,21,81
"Climate ENM",0,"pseudo.18685",44.340157,-122.443342,960,8.604166667,11.675,43.56343284,544.6577672,24.9,-1.9,26.8,2.716666667,15.31666667,15.4,2.166666667,2029,294,20,58.41907084,854,129,140,827
"Climate ENM",0,"pseudo.18686",39.923892,-120.829099,1211,10.28333333,17.26666667,47.83010157,676.3516209,31.4,-4.7,36.1,2.15,18.81666667,18.81666667,2.15,1183,228,4,84.78663851,646,29,29,646
"Climate ENM",0,"pseudo.18687",40.903488,-123.599731,417,12.94166667,16.6,48.96755162,620.9517377,33.6,-0.3,33.9,5.483333333,20.48333333,20.78333333,5.483333333,1336,268,3,89.12456857,768,30,31,768
"Climate ENM",0,"pseudo.18688",40.164203,-122.006368,429,15.99166667,14.13333333,41.81459566,709.8169845,36.1,2.3,33.8,7.866666667,25.1,25.1,7.866666667,763,147,2,83.17240324,416,18,18,416
"Climate ENM",0,"pseudo.18689",40.75563,-122.726359,1157,12.64583333,14.25833333,44.55729167,673.2399894,32,0,32,4.716666667,21.05,21.3,4.716666667,1120,234,4,83.34184805,597,29,38,597
"Climate ENM",0,"pseudo.18690",38.828346,-120.493489,1416,11.67083333,15.29166667,46.47922999,650.3441688,30.8,-2.1,32.9,4.233333333,19.78333333,20.16666667,4.233333333,1272,254,3,86.44457958,700,28,34,700
"Climate ENM",0,"pseudo.18691",43.666548,-122.683937,651,10.1375,10.575,43.16326531,513.0219072,25.1,0.6,24.5,4.6,16.7,16.7,4.266666667,1550,280,12,64.01746006,727,92,92,674
"Climate ENM",0,"pseudo.18692",42.655962,-124.291047,362,12.39166667,9.35,43.28703704,456.6271272,25.5,3.9,21.6,7.4,17.83333333,18.51666667,7.4,3713,635,25,71.92187213,1750,163,188,1750
"Climate ENM",0,"pseudo.18693",43.09424,-123.43283,248,12.09583333,13.225,46.24125874,559.1733279,29.3,0.7,28.6,5.983333333,19.16666667,19.16666667,5.45,828,146,6,70.68443552,409,39,39,392
"Climate ENM",0,"pseudo.18694",33.957925,-116.820815,790,15.74166667,16.66666667,51.12474438,601.489943,34.7,2.1,32.6,9.583333333,23.3,23.63333333,8.866666667,498,105,3,88.13327435,274,10,18,272
"Climate ENM",0,"pseudo.18695",40.488976,-121.101511,1920,5.9375,15.275,45.46130952,664.1232258,26.1,-7.5,33.6,-1.833333333,14.28333333,14.3,-1.833333333,957,176,4,78.13219092,499,30,32,499
"Climate ENM",0,"pseudo.18696",37.212693,-120.433294,55,16.74166667,17,48.71060172,665.8686512,37.4,2.5,34.9,10.3,25.08333333,25.08333333,8.7,294,62,1,92.6881941,169,4,4,168
"Climate ENM",0,"pseudo.18697",42.653056,-124.119238,838,11.14166667,11.3,43.46153846,530.5436034,27.2,1.2,26,5.1,17.55,18.11666667,5.1,2860,473,10,76.5038626,1379,74,132,1379
"Climate ENM",0,"pseudo.18698",41.375591,-122.882817,1078,9.979166667,17.10833333,47.39150508,700.7964895,31.7,-4.4,36.1,1.616666667,18.41666667,18.93333333,1.616666667,552,98,4,76.71385692,289,25,32,289
"Climate ENM",0,"pseudo.18699",42.023404,-124.113308,254,11.80416667,8.308333333,46.41527002,358.9154011,22.2,4.3,17.9,8.2,15.96666667,16.61666667,7.85,2180,376,10,75.84450603,1052,74,88,1049
"Climate ENM",0,"pseudo.18700",39.711312,-120.805427,1759,9.883333333,14.08333333,44.56751055,656.5970583,28.3,-3.3,31.6,2.566666667,18.21666667,18.28333333,2.566666667,1568,303,5,84.83138699,845,36,43,845
"Climate ENM",0,"pseudo.18701",40.831714,-123.669308,889,10.49583333,17.30833333,50.75757576,612.8564207,31.2,-2.9,34.1,3.2,18.03333333,18.23333333,3.2,1640,341,4,92.22156634,972,34,38,972
"Climate ENM",0,"pseudo.18702",41.792824,-124.011491,196,11.55,9.666666667,49.31972789,365.357857,22.7,3.1,19.6,7.733333333,15.9,16.35,7.4,2087,358,8,76.47610162,1010,65,75,1009
"Climate ENM",0,"pseudo.18703",40.628194,-123.416088,522,12.53333333,17.01666667,49.46705426,635.8220639,33.6,-0.8,34.4,4.966666667,20.56666667,20.56666667,4.966666667,1098,208,3,86.51412335,611,25,25,611
"Climate ENM",0,"pseudo.18704",40.518663,-122.713203,712,14.97083333,11.99166667,40.51238739,676.331879,32.6,3,29.6,7.2,23.95,23.95,7.2,1318,287,3,87.45732844,746,31,31,746
"Climate ENM",0,"pseudo.18705",44.181042,-123.53757,353,11.71666667,10.83333333,40.27261462,574.6593194,28.1,1.2,26.9,4.85,18.65,19.03333333,4.85,1829,355,6,80.56691353,937,52,69,937
"Climate ENM",0,"pseudo.18706",42.127229,-123.769763,1080,10.17916667,13.175,47.05357143,566.4059672,27.4,-0.6,28,3.8,17,17.7,3.8,3236,543,11,74.24300689,1530,91,134,1530
"Climate ENM",0,"pseudo.18707",36.977193,-119.615381,355,16.05,16.93333333,47.03703704,693.2171377,37.2,1.2,36,9.15,24.85,24.85,7.9,405,84,1,92.35673999,230,5,5,229
"Climate ENM",0,"pseudo.18708",40.999893,-123.94414,563,11.07916667,11.25833333,47.50351617,463.9722677,25.1,1.4,23.7,5.8,16.73333333,17.01666667,5.8,1636,298,3,83.23663258,848,39,48,848
"Climate ENM",0,"pseudo.18709",39.217337,-121.399904,47,16.15,14.76666667,44.47791165,656.8554566,35.3,2.1,33.2,8.083333333,24.3,24.3,8.083333333,616,124,1,91.49630185,357,9,9,357
"Climate ENM",0,"pseudo.18710",38.092195,-120.238794,1039,12.05416667,16.125,47.01166181,666.8496435,32.1,-2.2,34.3,4.516666667,20.65,20.65,4.516666667,1061,221,2,92.41377533,611,17,17,611
"Climate ENM",0,"pseudo.18711",39.481557,-123.291321,659,12.79583333,17.25833333,55.67204301,496.4027797,31.2,0.2,31,7,19,19.06666667,7,1181,247,1,93.04876296,691,12,23,691
"Climate ENM",0,"pseudo.18712",41.27779,-122.84383,1355,9.3875,16.69166667,47.41950758,668.9446403,30.8,-4.4,35.2,1.45,17.48333333,17.98333333,1.45,567,95,4,69.54104218,274,25,33,274
"Climate ENM",0,"pseudo.18713",43.986753,-123.298938,160,11.2875,11.70833333,42.57575758,563.1168335,28.1,0.6,27.5,5.216666667,18.4,18.4,4.6,1048,203,3,75.44527839,518,39,39,517
"Climate ENM",0,"pseudo.18714",42.183327,-121.998897,1302,7.65,13.33333333,41.27966976,704.7436671,27.1,-5.2,32.3,-0.033333333,16.85,16.85,-0.2,475,74,6,57.5045993,209,36,36,203
"Climate ENM",0,"pseudo.18715",41.507028,-123.251911,1469,8.566666667,16.43333333,48.61932939,650.7664479,28.8,-5,33.8,0.883333333,16.8,16.8,0.883333333,1389,262,5,82.93939404,735,40,40,735
"Climate ENM",0,"pseudo.18716",43.547401,-124.151372,42,11.42916667,9.325,49.07894737,359.2888072,21.9,2.9,19,7.2,15.61666667,15.96666667,7.2,1811,313,11,72.15277554,861,71,94,861
"Climate ENM",0,"pseudo.18717",35.558071,-118.307033,1853,11.47916667,13.54166667,43.96645022,660.8894088,29.3,-1.5,30.8,4.233333333,19.88333333,20.21666667,4.233333333,573,152,4,106.7029703,371,14,17,371
"Climate ENM",0,"pseudo.18718",38.732246,-120.52009,1232,12.59583333,14.925,45.64220183,661.5287334,31.7,-1,32.7,5.033333333,20.9,21.16666667,5.033333333,1262,255,3,87.99894789,703,24,31,703
"Climate ENM",0,"pseudo.18719",41.75211,-123.454166,528,11.67083333,14.85833333,47.31953291,619.528627,30.6,-0.8,31.4,4.233333333,19.3,19.45,4.233333333,1447,287,5,88.33327705,797,32,41,797
"Climate ENM",0,"pseudo.18720",35.148333,-119.420081,234,17.19166667,15.41666667,44.4284342,715.4236931,36.1,1.4,34.7,9.9,25.95,25.95,8.55,156,30,0,80.52471705,86,3,3,80
"Climate ENM",0,"pseudo.18721",39.44441,-120.834132,1075,11.50416667,13.69166667,44.59826276,626.300314,29.3,-1.4,30.7,4.383333333,19.48333333,19.48333333,4.383333333,1574,311,3,85.72809255,853,30,30,853
"Climate ENM",0,"pseudo.18722",43.873925,-122.570169,601,10.65833333,10.8,42.85714286,519.0893833,26.4,1.2,25.2,5.033333333,17.05,17.21666667,4.716666667,1513,243,12,61.17905318,680,97,101,639
"Climate ENM",0,"pseudo.18723",38.035802,-122.868675,22,13.2,11.98333333,67.32209738,207.2109158,23.1,5.3,17.8,10.53333333,15.06666667,15.5,10.53333333,762,162,2,95.05992198,460,13,16,460
"Climate ENM",0,"pseudo.18724",42.449979,-121.878461,1263,6.725,16.51666667,45.12750455,690.2420524,27.9,-8.7,36.6,-0.583333333,15.21666667,15.43333333,-1.566666667,448,76,5,62.16575861,206,30,35,202
"Climate ENM",0,"pseudo.18725",40.698834,-121.944183,857,14.75833333,15.51666667,45.6372549,691.7922485,34.4,0.4,34,6.683333333,23.36666667,23.58333333,6.683333333,1249,226,3,78.47984022,639,33,39,639
"Climate ENM",0,"pseudo.18726",35.393671,-118.671755,969,16.79583333,14.49166667,43.38822355,682.8864485,35.2,1.8,33.4,8.816666667,25.43333333,25.43333333,8.816666667,327,62,1,92.04932131,186,5,5,186
"Climate ENM",0,"pseudo.18727",44.454126,-122.795865,149,11.15833333,11.35,42.83018868,534.1723987,27.2,0.7,26.5,5.35,17.81666667,17.81666667,4.816666667,1137,177,9,60.80662172,507,76,76,480
"Climate ENM",0,"pseudo.18728",44.196498,-122.816649,292,11.34166667,9.916666667,39.35185185,538.5537592,26.8,1.6,25.2,5.533333333,17.95,18.21666667,5.05,1232,198,9,62.18731437,553,77,78,533
"Climate ENM",0,"pseudo.18729",34.2357,-116.988105,2064,7.9875,16.59166667,49.23343225,639.9578289,26.5,-7.2,33.7,0.483333333,16.21666667,16.21666667,0.483333333,855,175,3,89.74371992,487,25,25,487
"Climate ENM",0,"pseudo.18730",44.222408,-122.044451,789,8.679166667,13.35833333,43.37121212,640.1188041,27.6,-3.2,30.8,1.666666667,16.61666667,16.61666667,0.983333333,1836,295,13,64.93388429,833,91,91,806
"Climate ENM",0,"pseudo.18731",43.613596,-123.052336,511,11.225,11.61666667,43.6716792,542.7308893,27.4,0.8,26.6,5.233333333,18.05,18.05,4.8,1468,265,6,67.00255161,661,63,63,660
"Climate ENM",0,"pseudo.18732",39.842244,-123.622697,621,11.5375,15.70833333,52.89001122,514.7820589,29.7,0,29.7,5.633333333,17.91666667,18.15,5.633333333,1742,374,2,93.45644136,1026,19,37,1026
"Climate ENM",0,"pseudo.18733",37.495825,-122.029082,-3,14.625,10.73333333,54.76190476,328.3810148,24.4,4.8,19.6,10.28333333,18.08333333,18.36666667,10.28333333,350,76,1,94.99666602,212,5,6,212
"Climate ENM",0,"pseudo.18734",42.349541,-122.460521,832,9.6625,12.725,42.27574751,648.7860167,27.8,-2.3,30.1,2.366666667,18.28333333,18.28333333,2.366666667,888,126,7,54.13936375,359,63,63,359
"Climate ENM",0,"pseudo.18735",33.545412,-117.219223,340,17.175,17.8,53.13432836,566.0649658,35.4,1.9,33.5,11.3,24.26666667,24.48333333,10.6,337,88,1,101.1470542,210,8,13,206
"Climate ENM",0,"pseudo.18736",33.217278,-116.090191,78,22.40416667,17.19166667,45.48059965,759.0767668,41.7,3.9,37.8,13.21666667,25.36666667,31.76666667,13.21666667,90,17,0,69.60093862,50,5,10,50
"Climate ENM",0,"pseudo.18737",40.717054,-121.148447,1768,8.275,12.9,40.95238095,690.6337669,26.6,-4.9,31.5,0.3,17.38333333,17.38333333,0.3,504,98,3,69.13739473,250,26,26,250
"Climate ENM",0,"pseudo.18738",40.631757,-123.045298,1180,11.83333333,14.9,45.2887538,678.8035374,31.7,-1.2,32.9,3.916666667,20.3,20.55,3.916666667,1110,213,3,87.20170693,622,30,32,622
"Climate ENM",0,"pseudo.18739",40.366822,-123.063634,1305,11.86666667,12,40.81632653,665.5733459,29.6,0.2,29.4,4.4,19.85,20.8,4.4,1016,204,2,89.50600497,585,25,26,585
"Climate ENM",0,"pseudo.18740",34.07545,-118.799384,585,16.22916667,14.95833333,60.31586022,365.6032271,30.3,5.5,24.8,12.01666667,20.53333333,21.06666667,12.01666667,595,135,0,104.3186674,380,5,12,380
"Climate ENM",0,"pseudo.18741",33.783871,-117.596845,790,15.75,18.16666667,54.55455455,548.1041706,34.7,1.4,33.3,9.433333333,22.6,22.88333333,9.433333333,584,134,2,95.51403342,350,14,20,350
"Climate ENM",0,"pseudo.18742",39.871671,-119.580336,1387,11.10833333,12.83333333,37.74509804,761.7946315,30.2,-3.8,34,2,20.56666667,20.71666667,2,272,49,6,61.39881751,133,23,28,133
"Climate ENM",0,"pseudo.18743",39.603147,-123.161758,903,12.79583333,16.49166667,50.58793456,599.2588541,32.7,0.1,32.6,5.833333333,20.2,20.63333333,5.833333333,1225,256,1,91.13999021,701,12,25,701
"Climate ENM",0,"pseudo.18744",44.204156,-122.981545,795,10.09166667,10.15,39.6484375,550.6187979,26,0.4,25.6,4.2,16.86666667,17.21666667,3.8,1599,238,16,57.40721326,696,113,126,636
"Climate ENM",0,"pseudo.18745",40.872188,-123.481107,903,10.72083333,17.15833333,48.74526515,658.974611,32.3,-2.9,35.2,2.933333333,19.06666667,19.06666667,2.933333333,1197,238,3,87.58362577,677,27,27,677
"Climate ENM",0,"pseudo.18746",42.082111,-122.106021,1448,7.454166667,11.675,38.15359477,704.8322119,26.3,-4.3,30.6,-0.2,16.95,16.95,-0.2,582,94,6,60.67642074,256,40,40,256
"Climate ENM",0,"pseudo.18747",42.221132,-122.623168,784,10.00833333,13.26666667,43.35511983,641.7937694,28.3,-2.3,30.6,2.866666667,18.16666667,18.16666667,2.533333333,692,106,7,55.89592417,290,48,48,283
"Climate ENM",0,"pseudo.18748",39.956284,-122.193484,90,17.29166667,14.75,42.6300578,721.8594466,37.4,2.8,34.6,8.583333333,26.38333333,26.38333333,8.583333333,487,94,1,88.39081886,281,11,11,281
"Climate ENM",0,"pseudo.18749",35.365506,-118.038601,1010,15.95833333,13.68333333,40.72420635,743.8622592,34.9,1.3,33.6,7.433333333,22.35,25.5,7.433333333,169,38,1,91.01170496,106,7,15,106
"Climate ENM",0,"pseudo.18750",41.510511,-122.109585,1951,7.370833333,13.29166667,41.92954784,686.2263685,27,-4.7,31.7,-0.433333333,16.53333333,16.53333333,-0.433333333,830,157,7,73.74417989,422,36,36,422
"Climate ENM",0,"pseudo.18751",40.335079,-121.386303,1820,6.866666667,15.61666667,46.06686332,670.8655648,27.1,-6.8,33.9,-0.833333333,15.36666667,15.4,-0.833333333,1000,176,4,77.6843715,511,30,36,511
"Climate ENM",0,"pseudo.18752",44.189199,-122.861123,312,11.40833333,9.6,38.55421687,537.772482,26.7,1.8,24.9,5.6,17.96666667,18.3,5.133333333,1261,202,10,61.46865722,565,82,82,542
"Climate ENM",0,"pseudo.18753",43.658048,-122.41153,660,10.3625,11.325,41.63602941,556.9932471,26.9,-0.3,27.2,4.383333333,17.7,17.7,3.75,1312,217,10,61.4279239,593,82,82,559
"Climate ENM",0,"pseudo.18754",42.611828,-122.947908,528,12.29583333,12.95833333,42.90838852,648.2264557,30.9,0.7,30.2,4.7,20.71666667,20.71666667,4.7,804,130,6,64.08305008,363,45,45,363
"Climate ENM",0,"pseudo.18755",41.623357,-122.816353,875,10.14583333,18.55833333,48.58202443,714.9013229,32.9,-5.3,38.2,1.533333333,19.25,19.25,1.533333333,498,88,4,75.22389774,256,28,28,256
"Climate ENM",0,"pseudo.18756",33.279985,-117.092082,329,15.76666667,15.36666667,56.91358025,410.9043979,29.7,2.7,27,10.96666667,20.66666667,21.13333333,10.96666667,388,87,1,92.90170759,226,8,11,226
"Climate ENM",0,"pseudo.18757",32.672232,-115.711568,14,21.39583333,16.84166667,45.64137308,745.7316674,40.4,3.5,36.9,12.6,23.9,30.71666667,12.6,67,15,0,65.24040854,35,3,14,35
"Climate ENM",0,"pseudo.18758",42.427476,-123.794362,1360,9.466666667,12.06666667,43.71980676,573.463692,26.5,-1.1,27.6,3.65,16.43333333,17.11666667,3.233333333,3481,560,19,70.17687749,1603,140,162,1601
"Climate ENM",0,"pseudo.18759",34.282026,-119.244864,99,15.51666667,13.25,65.27093596,275.5930245,25.9,5.6,20.3,12.23333333,18.2,19,12.23333333,406,97,0,104.3437247,255,3,9,255
"Climate ENM",0,"pseudo.18760",36.852862,-121.200502,492,14.6875,19.425,56.1416185,533.3262902,35.1,0.5,34.6,8.716666667,21.45,21.56666667,8.716666667,436,101,1,99.71623119,265,6,10,265
"Climate ENM",0,"pseudo.18761",43.842432,-122.655125,438,10.97916667,11.00833333,42.17752235,534.6131071,27,0.9,26.1,5.166666667,17.7,17.7,4.7,1297,211,9,60.81335551,575,80,80,548
"Climate ENM",0,"pseudo.18762",41.175192,-122.300571,781,13.0875,16.325,48.15634218,667.5195775,33.2,-0.7,33.9,5.016666667,21.45,21.45,5.016666667,971,168,4,78.50435138,501,29,29,501
"Climate ENM",0,"pseudo.18763",35.272152,-118.317417,1195,14.31666667,12.95,41.90938511,682.3100246,32.3,1.4,30.9,6.616666667,22.98333333,23.26666667,6.616666667,340,70,3,94.17680832,199,12,17,199
"Climate ENM",0,"pseudo.18764",33.059232,-117.173445,137,16.0625,12.975,54.74683544,372.9984463,27.6,3.9,23.7,11.7,20.46666667,20.93333333,11.7,351,79,1,95.20875071,209,7,10,209
"Climate ENM",0,"pseudo.18765",34.255267,-118.479457,281,17.16666667,15.78333333,57.18599034,419.6986654,33.3,5.7,27.6,12.4,22.3,22.78333333,12.4,452,108,0,102.8430572,283,3,10,283
"Climate ENM",0,"pseudo.18766",34.297762,-118.805802,281,16.85,15.41666667,58.17610063,410.3324594,31.4,4.9,26.5,12.13333333,21.76666667,22.3,12.13333333,401,91,0,101.0282858,251,2,7,251
"Climate ENM",0,"pseudo.18767",39.534664,-121.101057,848,11.925,14.51666667,46.52777778,608.1809689,30.2,-1,31.2,5.1,19.71666667,19.71666667,5.1,1760,347,2,90.08985871,998,25,25,998
"Climate ENM",0,"pseudo.18768",37.607021,-119.819651,698,14.3875,15.85833333,46.77974435,669.7256053,33.7,-0.2,33.9,6.65,22.83333333,23.13333333,6.65,775,164,1,92.66529289,444,12,15,444
"Climate ENM",0,"pseudo.18769",42.815081,-121.749009,1398,6.195833333,18.50833333,47.94905009,701.3022249,28.8,-9.8,38.6,-2.35,14.7,15.03333333,-2.35,421,62,8,52.14901289,177,38,41,177
"Climate ENM",0,"pseudo.18770",39.509287,-120.415915,2266,4.570833333,15.475,45.91988131,655.884061,23.9,-9.8,33.7,-2.866666667,13.15,13.15,-2.866666667,1183,212,8,79.87405955,624,44,44,624
"Climate ENM",0,"pseudo.18771",43.663144,-123.973912,196,11.15,10.58333333,48.10606061,416.9205287,23.6,1.6,22,6.883333333,16.05,16.6,6.3,1888,333,12,72.05303176,899,74,100,894
"Climate ENM",0,"pseudo.18772",40.890534,-122.216435,465,15.6625,15.05833333,44.95024876,691.9278897,35.2,1.7,33.5,7.133333333,24.01666667,24.05,7.133333333,1454,277,3,87.34314385,821,31,35,821
"Climate ENM",0,"pseudo.18773",40.648508,-123.528873,700,11.78333333,17.05,50.29498525,614.4485086,32.4,-1.5,33.9,4.433333333,19.53333333,19.53333333,4.433333333,1321,237,3,83.95464347,706,27,27,706
"Climate ENM",0,"pseudo.18774",33.583585,-115.820189,663,20.12916667,16.25833333,45.41433892,757.1011051,39,3.2,35.8,11.16666667,22.96666667,29.65,11.16666667,103,16,1,49.83699154,44,9,18,44
"Climate ENM",0,"pseudo.18775",42.713263,-122.565778,575,10.2375,14.625,45.703125,612.9997961,29.9,-2.1,32,3.783333333,17.71666667,18.4,3.116666667,913,142,8,63.05757411,410,51,56,402
"Climate ENM",0,"pseudo.18776",44.144444,-123.547479,256,11.89166667,11.35,42.5093633,556.4899465,28.3,1.6,26.7,5.716666667,18.68333333,18.88333333,5.166666667,1745,330,7,79.56269218,888,55,73,884
"Climate ENM",0,"pseudo.18777",38.354208,-120.152738,1901,7.541666667,15.08333333,46.26789366,658.1545595,26.4,-6.2,32.6,0.1,16.08333333,16.08333333,0.1,1149,214,6,79.84560742,621,44,44,621
"Climate ENM",0,"pseudo.18778",34.633944,-118.466962,1108,14.5625,12.64166667,41.8598234,669.9054377,31.7,1.5,30.2,7.033333333,23.11666667,23.26666667,7.033333333,475,103,1,98.68831822,289,6,14,289
"Climate ENM",0,"pseudo.18779",41.121592,-122.769602,1542,13.27083333,14.40833333,43.92784553,684.6547183,33.2,0.4,32.8,5.35,22.06666667,22.06666667,5.35,1122,215,5,81.03674786,599,34,34,599
"Climate ENM",0,"pseudo.18780",42.262222,-124.102207,223,12.35,9.7,43.89140271,462.4539289,25.7,3.6,22.1,7.55,17.86666667,18.46666667,7.15,2520,433,11,76.14352208,1215,81,104,1212
"Climate ENM",0,"pseudo.18781",43.604991,-121.827562,1339,6.108333333,13.4,42.8115016,659.1552215,24.5,-6.8,31.3,-1.7,14.25,14.43333333,-1.7,672,125,7,68.51708796,326,43,45,326
"Climate ENM",0,"pseudo.18782",39.230116,-120.604477,1794,7.966666667,13.56666667,44.04761905,635.7005203,25.7,-5.1,30.8,0.966666667,15.95,16.25,0.966666667,1507,290,4,85.89485299,822,32,32,822
"Climate ENM",0,"pseudo.18783",41.810357,-123.223799,806,10.225,13.33333333,45.50625711,610.1657748,27.9,-1.4,29.3,3.1,17.58333333,18.06666667,3.1,1376,274,5,87.2457969,755,34,39,755
"Climate ENM",0,"pseudo.18784",35.558706,-117.710761,894,16.67083333,16.94166667,44.23411662,800.4102878,37.6,-0.7,38.3,8.866666667,24.16666667,26.8,7.116666667,122,26,1,80.98804584,68,7,12,68
"Climate ENM",0,"pseudo.18785",43.520484,-121.52589,1315,6.170833333,16.375,44.13746631,711.1848575,27.6,-9.5,37.1,-2.533333333,15.11666667,15.11666667,-2.533333333,408,64,8,53.78442505,183,45,45,183
"Climate ENM",0,"pseudo.18786",35.786846,-117.992871,1726,12.35416667,12.075,39.20454545,703.9804308,30.1,-0.7,30.8,4.2,21.26666667,21.5,4.2,272,56,3,86.82480951,154,19,24,154
"Climate ENM",0,"pseudo.18787",42.322159,-124.099232,864,11.06666667,11.45,44.20849421,532.7473106,27,1.1,25.9,5.5,17.5,18.03333333,5,3031,501,15,73.75585223,1440,102,136,1424
